"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"Code","1","328","2242422628352","80424960","37601280","18672","C:\Users\169user\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","24.375","1.60.0","1.60.0","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"6784","Microsoft.Win32.SafeHandles.SafeProcessHandle","328","16108",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18672","18672","37601280","37601280","467864","467864","120262656","120262656","157855744","157855744","365170688","2246633066496","True","Normal","37601280","37601280","00:00:07.3906250","Code","255","True","1","System.Diagnostics.ProcessStartInfo","9/13/2021 11:13:44 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:24.3750000","00:00:16.9843750","449699840","2242422628352","False",,,,"80424960","80424960",,
"Code","1","509","2257650941952","237477888","198213632","29064","C:\Users\169user\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","165.21875","1.60.0","1.60.0","Visual Studio Code","Visual Studio Code","Process","4",,"False",,"6312","Microsoft.Win32.SafeHandles.SafeProcessHandle","509","17244",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","29064","29064","198213632","198213632","668136","668136","202182656","202182656","241094656","241094656","-1482915840","2257669881856","True","Idle","198213632","198213632","00:00:12.8281250","Code","255","True","1","System.Diagnostics.ProcessStartInfo","9/13/2021 11:13:43 PM",,"System.Diagnostics.ProcessThreadCollection","00:02:45.2187500","00:02:32.3906250","-1501855744","2257650941952","False",,,,"237477888","237477888",,
"Code","1","288","2242369069056","112160768","83476480","17480","C:\Users\169user\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","11.203125","1.60.0","1.60.0","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"3208","Microsoft.Win32.SafeHandles.SafeProcessHandle","288","20572",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17480","17480","83476480","83476480","469480","469480","142610432","142610432","191045632","191045632","348868608","2246616764416","True","Normal","83476480","83476480","00:00:02.5000000","Code","255","True","1","System.Diagnostics.ProcessStartInfo","9/13/2021 11:13:44 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:11.2031250","00:00:08.7031250","396140544","2242369069056","False",,,,"112160768","112160768",,
"Code","1","32110","2250988171264","86196224","65957888","17432","C:\Users\169user\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","7.109375","1.60.0","1.60.0","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"7160","Microsoft.Win32.SafeHandles.SafeProcessHandle","32110","21988",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17432","17432","65957888","65957888","968608","968608","70934528","70934528","101937152","101937152","400736256","2255258566656","True","Normal","65957888","65957888","00:00:04.3281250","Code","255","True","1","System.Diagnostics.ProcessStartInfo","9/13/2021 11:13:44 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:07.1093750","00:00:02.7812500","425308160","2250988171264","False",,,,"86196224","86196224",,
"Code","1","357","2242439639040","146370560","86941696","20264","C:\Users\169user\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","6.1875","1.60.0","1.60.0","Visual Studio Code","Visual Studio Code","Process","4",,"False",,"4936","Microsoft.Win32.SafeHandles.SafeProcessHandle","357","23376",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20264","20264","86941696","86941696","483936","483936","124452864","124452864","184311808","184311808","373493760","2246641389568","True","Idle","86941696","86941696","00:00:00.6250000","Code","255","True","1","System.Diagnostics.ProcessStartInfo","9/13/2021 11:43:58 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:06.1875000","00:00:05.5625000","466710528","2242439639040","False",,,,"146370560","146370560",,
"Code","1","971","2242667675648","91725824","41062400","42968","C:\Users\169user\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","45.65625","1.60.0","1.60.0","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"5064","Microsoft.Win32.SafeHandles.SafeProcessHandle","971","26736",".","4460780","Pipline-Demo.ps1 - workspace (Workspace) - Visual Studio Code","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","42968","42968","41062400","41062400","808072","808072","48123904","48123904","106205184","106205184","387170304","2246655066112","True","Normal","41062400","41062400","00:00:24.6875000","Code","255","True","1","System.Diagnostics.ProcessStartInfo","9/13/2021 11:13:42 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:45.6562500","00:00:20.9687500","694747136","2242667675648","False",,,,"91725824","91725824",,
"Code","1","268","2242369069056","120664064","59621376","16360","C:\Users\169user\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","2.171875","1.60.0","1.60.0","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"4768","Microsoft.Win32.SafeHandles.SafeProcessHandle","268","28432",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16360","16360","59621376","59621376","458904","458904","125661184","125661184","186564608","186564608","348868608","2246616764416","True","Normal","59621376","59621376","00:00:00.3750000","Code","255","True","1","System.Diagnostics.ProcessStartInfo","9/13/2021 11:43:59 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.1718750","00:00:01.7968750","396140544","2242369069056","False",,,,"120664064","120664064",,
"Code","1","288","2238043516928","36106240","12300288","17424","C:\Users\169user\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","0.828125","1.60.0","1.60.0","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"5044","Microsoft.Win32.SafeHandles.SafeProcessHandle","288","28892",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17424","17424","12300288","12300288","462000","462000","14561280","14561280","41046016","41046016","400158720","2238078119936","True","Normal","12300288","12300288","00:00:00.3593750","Code","255","True","1","System.Diagnostics.ProcessStartInfo","9/13/2021 11:13:42 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.8281250","00:00:00.4687500","365555712","2238043516928","False",,,,"36106240","36106240",,
"CodeHelper","1","477","166658048","17096704","12349440","18448","c:\Users\169user\AppData\Local\Programs\Microsoft VS Code\resources\app\out\vs\platform\files\node\watcher\win32\CodeHelper.exe","Microsoft Corporation","0.203125","1.0.0.0","1.0.0.0","CodeHelper","CodeHelper","Process","8",,"False",,"3628","Microsoft.Win32.SafeHandles.SafeProcessHandle","477","17092",".","0","","System.Diagnostics.ProcessModule (CodeHelper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18448","18448","12349440","12349440","255144","255144","12595200","12595200","17805312","17805312","175046656","175046656","True","Normal","12349440","12349440","00:00:00.0625000","CodeHelper","255","True","1","System.Diagnostics.ProcessStartInfo","9/13/2021 11:13:44 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2031250","00:00:00.1406250","166658048","166658048","False",,,,"17096704","17096704",,
"conhost","0","81","2203395956736","5378048","5406720","7056",,,,,,,,"Process","8",,,,,,"81","4928",".","0","",,,,,"7056","7056","5406720","5406720","76328","76328","5488640","5488640","10174464","10174464","79306752","2203397529600",,,"5406720","5406720",,"conhost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"77733888","2203395956736","False",,,,"5378048","5378048",,
"conhost","1","271","2203480641536","20488192","6885376","14536","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","0.234375","10.0.22000.1 (WinBuild.160101.0800)","10.0.22000.1","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"6744","Microsoft.Win32.SafeHandles.SafeProcessHandle","271","7624",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14536","14536","6885376","6885376","234072","234072","7065600","7065600","21311488","21311488","173858816","2203492081664","True","Normal","6885376","6885376","00:00:00.1406250","conhost","255","True","1","System.Diagnostics.ProcessStartInfo","9/13/2021 11:12:53 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2343750","00:00:00.0937500","162418688","2203480641536","False",,,,"20488192","20488192",,
"conhost","1","107","2203408785408","6828032","1417216","8416","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","1.03125","10.0.22000.1 (WinBuild.160101.0800)","10.0.22000.1","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"3856","Microsoft.Win32.SafeHandles.SafeProcessHandle","107","12436",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8416","8416","1417216","1417216","110440","110440","1482752","1482752","7118848","7118848","91611136","2203409833984","True","Normal","1417216","1417216","00:00:00.5468750","conhost","255","True","1","System.Diagnostics.ProcessStartInfo","9/13/2021 11:13:46 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.0312500","00:00:00.4843750","90562560","2203408785408","False",,,,"6828032","6828032",,
"conhost","1","105","2203408785408","6639616","1298432","8416","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","0.0625","10.0.22000.1 (WinBuild.160101.0800)","10.0.22000.1","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"6104","Microsoft.Win32.SafeHandles.SafeProcessHandle","105","18896",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8416","8416","1298432","1298432","108904","108904","1339392","1339392","6975488","6975488","91611136","2203409833984","True","Normal","1298432","1298432","00:00:00.0312500","conhost","255","True","1","System.Diagnostics.ProcessStartInfo","9/13/2021 11:13:47 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0312500","90562560","2203408785408","False",,,,"6639616","6639616",,
"conhost","1","106","2203420741632","6369280","5541888","7600","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","0.015625","10.0.22000.1 (WinBuild.160101.0800)","10.0.22000.1","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4840","Microsoft.Win32.SafeHandles.SafeProcessHandle","106","19428",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7600","7600","5541888","5541888","125296","125296","5603328","5603328","11079680","11079680","112541696","2203430764544","True","Normal","5541888","5541888","00:00:00.0156250","conhost","255","True","1","System.Diagnostics.ProcessStartInfo","9/13/2021 11:13:49 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","102518784","2203420741632","False",,,,"6369280","6369280",,
"conhost","1","103","2203420741632","6483968","5562368","7872","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","0.015625","10.0.22000.1 (WinBuild.160101.0800)","10.0.22000.1","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4476","Microsoft.Win32.SafeHandles.SafeProcessHandle","103","27288",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7872","7872","5562368","5562368","125296","125296","5619712","5619712","11218944","11218944","103567360","2203421790208","True","Normal","5562368","5562368","00:00:00","conhost","255","True","1","System.Diagnostics.ProcessStartInfo","9/13/2021 11:13:44 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00.0156250","102518784","2203420741632","False",,,,"6483968","6483968",,
"Cortana","1","771","5209554944","65667072","32489472","52880","C:\Program Files\WindowsApps\Microsoft.549981C3F5F10_3.2108.25001.0_x64__8wekyb3d8bbwe\Cortana.exe","Microsoft Corporation","1.34375","3.2108.25001.0","3.2108.25001.0-g115a357c","Cortana","Cortana","Process","8",,"False",,"4688","Microsoft.Win32.SafeHandles.SafeProcessHandle","771","12916",".","0","","System.Diagnostics.ProcessModule (Cortana.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","52880","52880","32489472","32489472","733912","733912","33714176","33714176","97214464","97214464","920797184","5215764480","True","Normal","32489472","32489472","00:00:00.4375000","Cortana","255","True","1","System.Diagnostics.ProcessStartInfo","9/9/2021 11:21:58 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.3437500","00:00:00.9062500","914587648","5209554944","False",,,,"65667072","65667072",,
"crashpad_handler","1","109","4391809024","5988352","1384448","8968","C:\Program Files\Google\Drive File Stream\51.0.9.0\crashpad_handler.exe",,"0.15625",,,,,"Process","8",,"False",,"5636","Microsoft.Win32.SafeHandles.SafeProcessHandle","109","3428",".","0","","System.Diagnostics.ProcessModule (crashpad_handler.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8968","8968","1384448","1384448","145616","145616","1507328","1507328","6569984","6569984","98942976","4393910272","True","Normal","1384448","1384448","00:00:00.0937500","crashpad_handler","255","True","1","System.Diagnostics.ProcessStartInfo","9/9/2021 11:21:31 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1562500","00:00:00.0625000","96841728","4391809024","False",,,,"5988352","5988352",,
"crashpad_handler","1","109","4391809024","6004736","1425408","8968","C:\Program Files\Google\Drive File Stream\51.0.9.0\crashpad_handler.exe",,"0.015625",,,,,"Process","8",,"False",,"3536","Microsoft.Win32.SafeHandles.SafeProcessHandle","109","7664",".","0","","System.Diagnostics.ProcessModule (crashpad_handler.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8968","8968","1425408","1425408","133344","133344","1462272","1462272","6557696","6557696","98447360","4393414656","True","Normal","1425408","1425408","00:00:00.0156250","crashpad_handler","255","True","1","System.Diagnostics.ProcessStartInfo","9/13/2021 7:25:09 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","96841728","4391809024","False",,,,"6004736","6004736",,
"crashpad_handler","1","109","4391809024","6049792","1392640","8968","C:\Program Files\Google\Drive File Stream\51.0.9.0\crashpad_handler.exe",,"0.046875",,,,,"Process","8",,"False",,"6024","Microsoft.Win32.SafeHandles.SafeProcessHandle","109","7944",".","0","","System.Diagnostics.ProcessModule (crashpad_handler.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8968","8968","1392640","1392640","129248","129248","1515520","1515520","6541312","6541312","98938880","4393906176","True","Normal","1392640","1392640","00:00:00.0312500","crashpad_handler","255","True","1","System.Diagnostics.ProcessStartInfo","9/11/2021 11:11:55 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0156250","96841728","4391809024","False",,,,"6049792","6049792",,
"crashpad_handler","1","116","4391809024","6008832","1449984","8968","C:\Program Files\Google\Drive File Stream\51.0.9.0\crashpad_handler.exe",,"0.15625",,,,,"Process","8",,"False",,"6772","Microsoft.Win32.SafeHandles.SafeProcessHandle","116","12208",".","0","","System.Diagnostics.ProcessModule (crashpad_handler.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8968","8968","1449984","1449984","112864","112864","1581056","1581056","6631424","6631424","99495936","4394463232","True","Normal","1449984","1449984","00:00:00.1250000","crashpad_handler","255","True","1","System.Diagnostics.ProcessStartInfo","9/9/2021 11:21:52 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1562500","00:00:00.0312500","96841728","4391809024","False",,,,"6008832","6008832",,
"crashpad_handler","1","109","4391809024","6012928","1396736","8968","C:\Program Files\Google\Drive File Stream\51.0.9.0\crashpad_handler.exe",,"0.046875",,,,,"Process","8",,"False",,"7544","Microsoft.Win32.SafeHandles.SafeProcessHandle","109","14004",".","0","","System.Diagnostics.ProcessModule (crashpad_handler.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8968","8968","1396736","1396736","129248","129248","1507328","1507328","6406144","6406144","98734080","4393701376","True","Normal","1396736","1396736","00:00:00.0312500","crashpad_handler","255","True","1","System.Diagnostics.ProcessStartInfo","9/11/2021 5:06:46 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0156250","96841728","4391809024","False",,,,"6012928","6012928",,
"crashpad_handler","1","109","4391809024","6021120","1433600","8968","C:\Program Files\Google\Drive File Stream\51.0.9.0\crashpad_handler.exe",,"0.0625",,,,,"Process","8",,"False",,"5492","Microsoft.Win32.SafeHandles.SafeProcessHandle","109","19224",".","0","","System.Diagnostics.ProcessModule (crashpad_handler.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8968","8968","1433600","1433600","129248","129248","1482752","1482752","6397952","6397952","98734080","4393701376","True","Normal","1433600","1433600","00:00:00.0468750","crashpad_handler","255","True","1","System.Diagnostics.ProcessStartInfo","9/11/2021 5:17:22 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0156250","96841728","4391809024","False",,,,"6021120","6021120",,
"crashpad_handler","1","109","4391809024","6037504","1429504","8968","C:\Program Files\Google\Drive File Stream\51.0.9.0\crashpad_handler.exe",,"0.0625",,,,,"Process","8",,"False",,"6636","Microsoft.Win32.SafeHandles.SafeProcessHandle","109","20828",".","0","","System.Diagnostics.ProcessModule (crashpad_handler.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8968","8968","1429504","1429504","129248","129248","1531904","1531904","6516736","6516736","98938880","4393906176","True","Normal","1429504","1429504","00:00:00.0468750","crashpad_handler","255","True","1","System.Diagnostics.ProcessStartInfo","9/11/2021 11:27:18 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0156250","96841728","4391809024","False",,,,"6037504","6037504",,
"crashpad_handler","1","109","4391809024","6057984","1429504","8968","C:\Program Files\Google\Drive File Stream\51.0.9.0\crashpad_handler.exe",,"0.03125",,,,,"Process","8",,"False",,"4920","Microsoft.Win32.SafeHandles.SafeProcessHandle","109","22012",".","0","","System.Diagnostics.ProcessModule (crashpad_handler.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8968","8968","1429504","1429504","129248","129248","1499136","1499136","6590464","6590464","98938880","4393906176","True","Normal","1429504","1429504","00:00:00.0312500","crashpad_handler","255","True","1","System.Diagnostics.ProcessStartInfo","9/11/2021 11:26:09 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00","96841728","4391809024","False",,,,"6057984","6057984",,
"crashpad_handler","1","109","4391809024","6021120","1429504","8968","C:\Program Files\Google\Drive File Stream\51.0.9.0\crashpad_handler.exe",,"0.046875",,,,,"Process","8",,"False",,"7288","Microsoft.Win32.SafeHandles.SafeProcessHandle","109","22060",".","0","","System.Diagnostics.ProcessModule (crashpad_handler.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8968","8968","1429504","1429504","129248","129248","1499136","1499136","6594560","6594560","98942976","4393910272","True","Normal","1429504","1429504","00:00:00.0312500","crashpad_handler","255","True","1","System.Diagnostics.ProcessStartInfo","9/11/2021 11:23:31 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0156250","96841728","4391809024","False",,,,"6021120","6021120",,
"csrss","0","928","2203420356608","5009408","2195456","30920",,,,,,,,"Process","13",,,,,,"928","828",".","0","",,,,,"30920","30920","2195456","2195456","307472","307472","2396160","2396160","5570560","5570560","103809024","2203422031872",,,"2195456","2195456",,"csrss",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"102133760","2203420356608","False",,,,"5009408","5009408",,
"csrss","1","958","2203457585152","6963200","3137536","34336",,,,,,,,"Process","13",,,,,,"958","936",".","0","",,,,,"34336","34336","3137536","3137536","339632","339632","3440640","3440640","16752640","16752640","160530432","2203478753280",,,"3137536","3137536",,"csrss",,"True","1","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"139362304","2203457585152","False",,,,"6963200","6963200",,
"ctfmon","1","539","2203458797568","22790144","5406720","17176",,,"96.4375",,,,,"Process","13",,,,,,"539","2016",".","0","",,,,,"17176","17176","5406720","5406720","198736","198736","5419008","5419008","23793664","23793664","144179200","2203462402048",,,"5406720","5406720","00:01:00.0937500","ctfmon",,"True","1","System.Diagnostics.ProcessStartInfo","9/9/2021 11:21:33 PM",,"System.Diagnostics.ProcessThreadCollection","00:01:36.4375000","00:00:36.3437500","140574720","2203458797568","False",,,,"22790144","22790144",,
"dasHost","0","179","2203382132736","5668864","1871872","7672",,,,,,,,"Process","8",,,,,,"179","5244",".","0","",,,,,"7672","7672","1871872","1871872","57040","57040","2822144","2822144","7151616","7151616","78589952","2203396812800",,,"1871872","1871872",,"dasHost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"63909888","2203382132736","False",,,,"5668864","5668864",,
"dasHost","0","92","2203376226304","5001216","1032192","6656",,,,,,,,"Process","8",,,,,,"92","6704",".","0","",,,,,"6656","6656","1032192","1032192","44896","44896","1204224","1204224","5419008","5419008","61521920","2203379744768",,,"1032192","1032192",,"dasHost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"58003456","2203376226304","False",,,,"5001216","5001216",,
"DDVCollectorSvcApi","0","179","4391706624","9375744","2064384","9848",,,,,,,,"Process","8",,,,,,"179","16448",".","0","",,,,,"9848","9848","2064384","2064384","122552","122552","2154496","2154496","10407936","10407936","103030784","4397998080",,,"2064384","2064384",,"DDVCollectorSvcApi",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"96739328","4391706624","False",,,,"9375744","9375744",,
"DDVDataCollector","0","379","4492009472","25636864","29110272","26200",,,,,,,,"Process","8",,,,,,"379","14976",".","0","",,,,,"26200","26200","29110272","29110272","261272","261272","32055296","32055296","37650432","37650432","199090176","4494057472",,,"29110272","29110272",,"DDVDataCollector",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"197042176","4492009472","False",,,,"25636864","25636864",,
"DDVRulesProcessor","0","317","4440518656","16949248","8163328","20432",,,,,,,,"Process","8",,,,,,"317","2852",".","0","",,,,,"20432","20432","8163328","8163328","169008","169008","21000192","21000192","23150592","23150592","150069248","4445036544",,,"8163328","8163328",,"DDVRulesProcessor",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"145551360","4440518656","False",,,,"16949248","16949248",,
"DeliveryService","0","729","254689280","60166144","48361472","39672",,,,,,,,"Process","8",,,,,,"729","2244",".","0","",,,,,"39672","39672","48361472","48361472","385720","385720","48599040","48599040","71139328","71139328","260456448","260456448",,,"48361472","48361472",,"DeliveryService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"254689280","254689280","False",,,,"60166144","60166144",,
"DellPoaEvents","1","217","4431691776","11489280","3350528","12816","C:\Program Files\Dell\PPO\DellPoaEvents.exe","Dell Inc.","0.921875","4.0.08.0","4.0.08.0","Dell Precision Optimizer Event Handler","Dell Precision Optimizer","Process","8",,"False",,"7528","Microsoft.Win32.SafeHandles.SafeProcessHandle","217","4412",".","0","","System.Diagnostics.ProcessModule (DellPoaEvents.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12816","12816","3350528","3350528","202808","202808","3670016","3670016","13389824","13389824","146837504","4441804800","True","Normal","3350528","3350528","00:00:00.5937500","DellPoaEvents","255","True","1","System.Diagnostics.ProcessStartInfo","9/9/2021 11:21:45 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.9218750","00:00:00.3281250","136724480","4431691776","False",,,,"11489280","11489280",,
"DellPoaPwr","1","369","5058203648","34394112","46194688","23680","C:\Program Files\Dell\PPO\DellPoaPwr.exe","Dell Inc.","0.421875","4.0.08.0","4.0.08.0","DellPoaPwr","Dell Precision Optimizer","Process","8",,"False",,"5656","Microsoft.Win32.SafeHandles.SafeProcessHandle","369","8284",".","0","","System.Diagnostics.ProcessModule (DellPoaPwr.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","23680","23680","46194688","46194688","616872","616872","46440448","46440448","46350336","46350336","772538368","5067505664","True","Normal","46194688","46194688","00:00:00.1875000","DellPoaPwr","255","True","1","System.Diagnostics.ProcessStartInfo","9/9/2021 11:22:15 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4218750","00:00:00.2343750","763236352","5058203648","False",,,,"34394112","34394112",,
"dllhost","1","125","2203414253568","11296768","1748992","8560","C:\WINDOWS\system32\DllHost.exe","Microsoft Corporation","0.21875","10.0.22000.1 (WinBuild.160101.0800)","10.0.22000.1","COM Surrogate","Microsoft? Windows? Operating System","Process","8",,"False",,"6608","Microsoft.Win32.SafeHandles.SafeProcessHandle","125","7548",".","0","","System.Diagnostics.ProcessModule (DllHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8560","8560","1748992","1748992","119888","119888","1941504","1941504","12161024","12161024","102330368","2203420553216","True","Normal","1748992","1748992","00:00:00.1562500","dllhost","255","True","1","System.Diagnostics.ProcessStartInfo","9/10/2021 9:11:47 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2187500","00:00:00.0625000","96030720","2203414253568","False",,,,"11296768","11296768",,
"dllhost","0","208","2203688235008","11825152","3538944","18352",,,,,,,,"Process","8",,,,,,"208","8624",".","0","",,,,,"18352","18352","3538944","3538944","120272","120272","3731456","3731456","12886016","12886016","377126912","2203695349760",,,"3538944","3538944",,"dllhost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"370012160","2203688235008","False",,,,"11825152","11825152",,
"dllhost","1","291","2203718156288","14811136","6701056","26784","C:\WINDOWS\system32\DllHost.exe","Microsoft Corporation","0.90625","10.0.22000.1 (WinBuild.160101.0800)","10.0.22000.1","COM Surrogate","Microsoft? Windows? Operating System","Process","8",,"False",,"4500","Microsoft.Win32.SafeHandles.SafeProcessHandle","291","11308",".","0","","System.Diagnostics.ProcessModule (DllHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26784","26784","6701056","6701056","170936","170936","10416128","10416128","20226048","20226048","414916608","2203733139456","True","Normal","6701056","6701056","00:00:00.3281250","dllhost","255","True","1","System.Diagnostics.ProcessStartInfo","9/9/2021 11:21:32 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.9062500","00:00:00.5781250","399933440","2203718156288","False",,,,"14811136","14811136",,
