"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"RuntimeBroker","1","363","2203502379008","577536","9580544","18944","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.515625","10.0.19041.546 (WinBuild.160101.0800)","10.0.19041.546","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"3444","Microsoft.Win32.SafeHandles.SafeProcessHandle","363","2244",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18944","18944","9580544","9580544","284312","284312","11104256","11104256","33755136","33755136","202997760","2203521220608","True","Normal","9580544","9580544","00:00:00.3593750","RuntimeBroker","3","True","1","System.Diagnostics.ProcessStartInfo","11/23/2020 3:20:51 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5156250","00:00:00.1562500","184156160","2203502379008","False",,,,"577536","577536",,
"RuntimeBroker","1","307","2203467735040","253952","5804032","17128","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","1.203125","10.0.19041.546 (WinBuild.160101.0800)","10.0.19041.546","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"2836","Microsoft.Win32.SafeHandles.SafeProcessHandle","307","4412",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17128","17128","5804032","5804032","220200","220200","8118272","8118272","29892608","29892608","269185024","2203587407872","True","Normal","5804032","5804032","00:00:00.7656250","RuntimeBroker","3","True","1","System.Diagnostics.ProcessStartInfo","11/23/2020 2:51:02 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.2031250","00:00:00.4375000","149512192","2203467735040","False",,,,"253952","253952",,
"RuntimeBroker","1","419","2203483914240","720896","6651904","20088","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.734375","10.0.19041.546 (WinBuild.160101.0800)","10.0.19041.546","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"2856","Microsoft.Win32.SafeHandles.SafeProcessHandle","419","4740",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20088","20088","6651904","6651904","242576","242576","8216576","8216576","30412800","30412800","187502592","2203505725440","True","Normal","6651904","6651904","00:00:00.4218750","RuntimeBroker","3","True","1","System.Diagnostics.ProcessStartInfo","11/23/2020 2:51:05 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7343750","00:00:00.3125000","165691392","2203483914240","False",,,,"720896","720896",,
"RuntimeBroker","1","359","2203485655040","454656","5910528","18144","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.578125","10.0.19041.546 (WinBuild.160101.0800)","10.0.19041.546","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"1788","Microsoft.Win32.SafeHandles.SafeProcessHandle","359","5320",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18144","18144","5910528","5910528","221440","221440","8359936","8359936","31637504","31637504","217247744","2203535470592","True","Normal","5910528","5910528","00:00:00.3906250","RuntimeBroker","3","True","1","System.Diagnostics.ProcessStartInfo","11/23/2020 2:51:11 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5781250","00:00:00.1875000","167432192","2203485655040","False",,,,"454656","454656",,
"RuntimeBroker","1","285","2203452223488","376832","3301376","14816","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.578125","10.0.19041.546 (WinBuild.160101.0800)","10.0.19041.546","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"3020","Microsoft.Win32.SafeHandles.SafeProcessHandle","285","5456",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14816","14816","3301376","3301376","197360","197360","4808704","4808704","21450752","21450752","178429952","2203496652800","True","Normal","3301376","3301376","00:00:00.3593750","RuntimeBroker","3","True","1","System.Diagnostics.ProcessStartInfo","11/23/2020 2:51:12 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5781250","00:00:00.2187500","134000640","2203452223488","False",,,,"376832","376832",,
"RuntimeBroker","1","222","2203439390720","1638400","2777088","13232","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.15625","10.0.19041.546 (WinBuild.160101.0800)","10.0.19041.546","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"2460","Microsoft.Win32.SafeHandles.SafeProcessHandle","222","5860",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13232","13232","2777088","2777088","172368","172368","3989504","3989504","20918272","20918272","156798976","2203475021824","True","Normal","2777088","2777088","00:00:00.1093750","RuntimeBroker","3","True","1","System.Diagnostics.ProcessStartInfo","11/23/2020 2:51:27 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1562500","00:00:00.0468750","121167872","2203439390720","False",,,,"1638400","1638400",,
"SearchApp","1","1047","2238522724352","0","85229568","72072","C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe","Microsoft Corporation","3.09375","10.0.19041.546 (WinBuild.160101.0800)","10.0.19041.546","Search application","Microsoft? Windows? Operating System","Process","8",,"False",,"872","Microsoft.Win32.SafeHandles.SafeProcessHandle","1047","4620",".","0","","System.Diagnostics.ProcessModule (SearchApp.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","72072","72072","85229568","85229568","728328","728328","103641088","103641088","153059328","153059328","887885824","2238565847040","True","Normal","85229568","85229568","00:00:01.1718750","SearchApp","3","True","1","System.Diagnostics.ProcessStartInfo","11/23/2020 2:51:04 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.0937500","00:00:01.9218750","844763136","2238522724352","False",,,,"0","0",,
"SearchIndexer","0","704","2203503292416","3207168","20938752","47008","C:\Windows\system32\SearchIndexer.exe","Microsoft Corporation","1.71875","7.0.19041.1 (WinBuild.160101.0800)","7.0.19041.1","Microsoft Windows Search Indexer","Windows? Search","Process","8",,"False",,"3056","Microsoft.Win32.SafeHandles.SafeProcessHandle","704","4480",".","0","","System.Diagnostics.ProcessModule (SearchIndexer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","47008","47008","20938752","20938752","233720","233720","22724608","22724608","25071616","25071616","187301888","2203505524736","True","Normal","20938752","20938752","00:00:01","SearchIndexer","3","True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 2:51:02 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.7187500","00:00:00.7187500","185069568","2203503292416","False",,,,"3207168","3207168",,
"SecurityHealthService","0","383","2203417591808","409600","3768320","15560",,,"0.25",,,,,"Process","8",,,,,,"383","388",".","0","",,,,,"15560","15560","3768320","3768320","138952","138952","4149248","4149248","13672448","13672448","104599552","2203422822400",,,"3768320","3768320","00:00:00.2031250","SecurityHealthService",,"True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 2:51:26 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2500000","00:00:00.0468750","99368960","2203417591808","False",,,,"409600","409600",,
"SecurityHealthSystray","1","160","2203426807808","0","1761280","9784","C:\Windows\System32\SecurityHealthSystray.exe","Microsoft Corporation","0.09375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Windows Security notification icon","Microsoft? Windows? Operating System","Process","8",,"False",,"3124","Microsoft.Win32.SafeHandles.SafeProcessHandle","160","3588",".","0","","System.Diagnostics.ProcessModule (SecurityHealthSystray.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9784","9784","1761280","1761280","147224","147224","1966080","1966080","9232384","9232384","111734784","2203429957632","True","Normal","1761280","1761280","00:00:00.0625000","SecurityHealthSystray","3","True","1","System.Diagnostics.ProcessStartInfo","11/23/2020 2:51:26 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0312500","108584960","2203426807808","False",,,,"0","0",,
"services","0","373","2203378323456","1495040","3723264","10576",,,"3.484375",,,,,"Process","9",,,,,,"373","668",".","0","",,,,,"10576","10576","3723264","3723264","144792","144792","5234688","5234688","8466432","8466432","78606336","2203396829184",,,"3723264","3723264","00:00:02.5781250","services",,"True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 2:49:25 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.4843750","00:00:00.9062500","60100608","2203378323456","False",,,,"1495040","1495040",,
"SgrmBroker","0","103","2203377299456","0","3702784","7328",,,"0.640625",,,,,"Process","8",,,,,,"103","2848",".","0","",,,,,"7328","7328","3702784","3702784","35168","35168","5099520","5099520","7618560","7618560","61177856","2203379400704",,,"3702784","3702784","00:00:00.2500000","SgrmBroker",,"True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 2:51:56 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6406250","00:00:00.3906250","59076608","2203377299456","False",,,,"0","0",,
"ShellExperienceHost","1","557","2203630845952","0","15953920","28168","C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","Microsoft Corporation","0.640625","10.0.19041.610 (WinBuild.160101.0800)","10.0.19041.610","Windows Shell Experience Host","Microsoft? Windows? Operating System","Process","8",,"False",,"1392","Microsoft.Win32.SafeHandles.SafeProcessHandle","557","4472",".","0","","System.Diagnostics.ProcessModule (ShellExperienceHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","28168","28168","15953920","15953920","584464","584464","16306176","16306176","57380864","57380864","319766528","2203637989376","True","Normal","15953920","15953920","00:00:00.3437500","ShellExperienceHost","3","True","1","System.Diagnostics.ProcessStartInfo","11/23/2020 3:36:02 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6406250","00:00:00.2968750","312623104","2203630845952","False",,,,"0","0",,
"sihost","1","599","2203491262464","4874240","6660096","19352","C:\Windows\system32\sihost.exe","Microsoft Corporation","2.421875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Shell Infrastructure Host","Microsoft? Windows? Operating System","Process","8",,"False",,"3708","Microsoft.Win32.SafeHandles.SafeProcessHandle","599","3952",".","0","","System.Diagnostics.ProcessModule (sihost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19352","19352","6660096","6660096","258624","258624","7294976","7294976","25571328","25571328","185421824","2203503644672","True","Normal","6660096","6660096","00:00:01.5156250","sihost","3","True","1","System.Diagnostics.ProcessStartInfo","11/23/2020 2:50:45 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.4218750","00:00:00.9062500","173039616","2203491262464","False",,,,"4874240","4874240",,
"smss","0","53","2203359698944","0","1056768","3224",,,"0.21875",,,,,"Process","11",,,,,,"53","320",".","0","",,,,,"3224","3224","1056768","1056768","13216","13216","1159168","1159168","1290240","1290240","49602560","2203367825408",,,"1056768","1056768","00:00:00.2187500","smss",,"True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 2:49:10 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2187500","00:00:00","41476096","2203359698944","False",,,,"0","0",,
"spoolsv","0","437","2203422572544","0","5361664","22464","C:\Windows\System32\spoolsv.exe","Microsoft Corporation","0.3125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Spooler SubSystem App","Microsoft? Windows? Operating System","Process","8",,"False",,"3388","Microsoft.Win32.SafeHandles.SafeProcessHandle","437","2016",".","0","","System.Diagnostics.ProcessModule (spoolsv.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22464","22464","5361664","5361664","145136","145136","5971968","5971968","15937536","15937536","109916160","2203428139008","True","Normal","5361664","5361664","00:00:00.2343750","spoolsv","3","True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 2:49:45 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3125000","00:00:00.0781250","104349696","2203422572544","False",,,,"0","0",,
"StartMenuExperienceHost","1","597","2203651612672","1196032","22515712","29256","C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe",,"1.71875",,,,,"Process","8",,"False",,"3892","Microsoft.Win32.SafeHandles.SafeProcessHandle","597","4300",".","0","","System.Diagnostics.ProcessModule (StartMenuExperienceHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","29256","29256","22515712","22515712","551312","551312","27463680","27463680","69120000","69120000","378114048","2203696336896","True","Normal","22515712","22515712","00:00:01.0625000","StartMenuExperienceHost","3","True","1","System.Diagnostics.ProcessStartInfo","11/23/2020 2:51:00 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.7187500","00:00:00.6562500","333389824","2203651612672","False",,,,"1196032","1196032",,
"svchost","0","149","2203388108800","0","1601536","8288",,,"0.015625",,,,,"Process","8",,,,,,"149","216",".","0","",,,,,"8288","8288","1601536","1601536","66464","66464","1929216","1929216","7467008","7467008","75173888","2203393396736",,,"1601536","1601536","00:00:00.0156250","svchost",,"True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 5:08:46 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","69885952","2203388108800","False",,,,"0","0",,
"svchost","0","127","2203386224640","0","1527808","10336","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.046875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3152","Microsoft.Win32.SafeHandles.SafeProcessHandle","127","424",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10336","10336","1527808","1527808","63104","63104","1736704","1736704","6369280","6369280","70623232","2203388846080","True","Normal","1527808","1527808","00:00:00.0468750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 2:49:44 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00","68001792","2203386224640","False",,,,"0","0",,
"svchost","0","1818","2203657986048","16637952","34906112","71392","C:\Windows\system32\svchost.exe","Microsoft Corporation","25.234375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"1764","Microsoft.Win32.SafeHandles.SafeProcessHandle","1818","512",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","71392","71392","34906112","34906112","514672","514672","52117504","52117504","63385600","63385600","447623168","2203765846016","True","Normal","34906112","34906112","00:00:13.7968750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 2:49:34 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:25.2343750","00:00:11.4375000","339763200","2203657986048","False",,,,"16637952","16637952",,
"svchost","0","1003","2203453022208","2732032","9629696","24368","C:\Windows\system32\svchost.exe","Microsoft Corporation","5.296875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3896","Microsoft.Win32.SafeHandles.SafeProcessHandle","1003","804",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24368","24368","9629696","9629696","557344","557344","12267520","12267520","25489408","25489408","148824064","2203467046912","True","Normal","9629696","9629696","00:00:03.9375000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 2:49:29 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:05.2968750","00:00:01.3593750","134799360","2203453022208","False",,,,"2732032","2732032",,
"svchost","0","1045","2203421700096","3899392","6406144","20664","C:\Windows\system32\svchost.exe","Microsoft Corporation","4.71875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3740","Microsoft.Win32.SafeHandles.SafeProcessHandle","1045","980",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20664","20664","6406144","6406144","170424","170424","6651904","6651904","11198464","11198464","110125056","2203428347904","True","Normal","6406144","6406144","00:00:02.7031250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 2:49:31 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.7187500","00:00:02.0156250","103477248","2203421700096","False",,,,"3899392","3899392",,
"svchost","0","903","2207783469056","2482176","8577024","28576","C:\Windows\System32\svchost.exe","Microsoft Corporation","3.75","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2912","Microsoft.Win32.SafeHandles.SafeProcessHandle","903","1028",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","28576","28576","8577024","8577024","222280","222280","12300288","12300288","20361216","20361216","272306176","2207885496320","True","Normal","8577024","8577024","00:00:02.9531250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 2:49:34 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.7500000","00:00:00.7968750","170278912","2207783469056","False",,,,"2482176","2482176",,
"svchost","0","269","2203403489280","0","2424832","16936","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.1875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3148","Microsoft.Win32.SafeHandles.SafeProcessHandle","269","1072",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16936","16936","2424832","2424832","100184","100184","3125248","3125248","10571776","10571776","91406336","2203409629184","True","Normal","2424832","2424832","00:00:00.1562500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 2:49:34 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1875000","00:00:00.0312500","85266432","2203403489280","False",,,,"0","0",,
"svchost","0","1080","2203534618624","5976064","11132928","50072","C:\Windows\system32\svchost.exe","Microsoft Corporation","2.078125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"1964","Microsoft.Win32.SafeHandles.SafeProcessHandle","1080","1080",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","50072","50072","11132928","11132928","313568","313568","15278080","15278080","30945280","30945280","443002880","2203761225728","True","Normal","11132928","11132928","00:00:00.8281250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 2:49:34 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.0781250","00:00:01.2500000","216395776","2203534618624","False",,,,"5976064","5976064",,
"svchost","0","722","2203510321152","3878912","20676608","28752","C:\Windows\System32\svchost.exe","Microsoft Corporation","6.28125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3456","Microsoft.Win32.SafeHandles.SafeProcessHandle","722","1088",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","28752","28752","20676608","20676608","181360","181360","24371200","24371200","21630976","21630976","197414912","2203515637760","True","Normal","20676608","20676608","00:00:03.8593750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 2:49:34 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:06.2812500","00:00:02.4218750","192098304","2203510321152","False",,,,"3878912","3878912",,
"svchost","0","229","2203414282240","8192","2322432","12640","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2780","Microsoft.Win32.SafeHandles.SafeProcessHandle","229","1216",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12640","12640","2322432","2322432","118256","118256","2596864","2596864","11350016","11350016","100253696","2203418476544","True","Normal","2322432","2322432","00:00:00.0781250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 2:49:35 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0468750","96059392","2203414282240","False",,,,"8192","8192",,
"svchost","0","315","2203407380480","86016","2826240","20288","C:\Windows\system32\svchost.exe","Microsoft Corporation","1.234375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3340","Microsoft.Win32.SafeHandles.SafeProcessHandle","315","1256",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20288","20288","2826240","2826240","103400","103400","3174400","3174400","10428416","10428416","95449088","2203413671936","True","Normal","2826240","2826240","00:00:00.4218750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 2:49:35 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.2343750","00:00:00.8125000","89157632","2203407380480","False",,,,"86016","86016",,
"svchost","0","362","2203398811648","0","2265088","14152","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.203125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2680","Microsoft.Win32.SafeHandles.SafeProcessHandle","362","1328",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14152","14152","2265088","2265088","99072","99072","3272704","3272704","10162176","10162176","91164672","2203409387520","True","Normal","2265088","2265088","00:00:00.1562500","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 2:49:44 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2031250","00:00:00.0468750","80588800","2203398811648","False",,,,"0","0",,
"svchost","0","195","2203412529152","4136960","7798784","11144","C:\Windows\system32\svchost.exe","Microsoft Corporation","3.171875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4088","Microsoft.Win32.SafeHandles.SafeProcessHandle","195","1484",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11144","11144","7798784","7798784","89872","89872","14082048","14082048","20623360","20623360","103309312","2203421532160","True","Normal","7798784","7798784","00:00:01.7343750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 2:49:37 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.1718750","00:00:01.4375000","94306304","2203412529152","False",,,,"4136960","4136960",,
"svchost","0","414","2203535765504","3346432","16351232","18520","C:\Windows\system32\svchost.exe","Microsoft Corporation","4.796875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3840","Microsoft.Win32.SafeHandles.SafeProcessHandle","414","1632",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18520","18520","16351232","16351232","139856","139856","49152000","49152000","42541056","42541056","240144384","2203558367232","True","Normal","16351232","16351232","00:00:03.0468750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 2:49:38 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.7968750","00:00:01.7500000","217542656","2203535765504","False",,,,"3346432","3346432",,
"svchost","0","879","2203496767488","3211264","8699904","41472","C:\Windows\System32\svchost.exe","Microsoft Corporation","5.796875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3772","Microsoft.Win32.SafeHandles.SafeProcessHandle","879","1680",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","41472","41472","8699904","8699904","212904","212904","10014720","10014720","18673664","18673664","186228736","2203504451584","True","Normal","8699904","8699904","00:00:04.2031250","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 2:49:39 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:05.7968750","00:00:01.5937500","178544640","2203496767488","False",,,,"3211264","3211264",,
"svchost","0","337","2203412860928","176128","2887680","13440","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.15625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3856","Microsoft.Win32.SafeHandles.SafeProcessHandle","337","1968",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13440","13440","2887680","2887680","117224","117224","3305472","3305472","11419648","11419648","97783808","2203416006656","True","Normal","2887680","2887680","00:00:00.1250000","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 2:49:42 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1562500","00:00:00.0312500","94638080","2203412860928","False",,,,"176128","176128",,
"svchost","0","406","2203425513472","1466368","9527296","32048","C:\Windows\system32\svchost.exe","Microsoft Corporation","1.296875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3760","Microsoft.Win32.SafeHandles.SafeProcessHandle","406","2120",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","32048","32048","9527296","9527296","114656","114656","11661312","11661312","20967424","20967424","114995200","2203433218048","True","Normal","9527296","9527296","00:00:00.7343750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 2:49:46 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.2968750","00:00:00.5625000","107290624","2203425513472","False",,,,"1466368","1466368",,
"svchost","0","529","2203497328640","86016","16769024","25024","C:\Windows\System32\svchost.exe","Microsoft Corporation","4.828125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3928","Microsoft.Win32.SafeHandles.SafeProcessHandle","529","2260",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25024","25024","16769024","16769024","176312","176312","53473280","53473280","60825600","60825600","186454016","2203504676864","True","Normal","16769024","16769024","00:00:02.0468750","svchost","3","True","0","System.Diagnostics.ProcessStartInfo","11/23/2020 2:49:48 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.8281250","00:00:02.7812500","179105792","2203497328640","False",,,,"86016","86016",,
